id,name,neighborhood_overview,host_id,host_since,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,beds,amenities,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
46152028,Rental unit in Rotterdam · ★4.81 · 1 bedroom · 2 beds · 1 bath,"The house is perfectly located. Its a very green and quiet street. Rotterdam Central station and the center is within 10 minutes walking distance. Also the famous Rotterdam Zoo is within 5 minutes walking distance.<br /><br />The vibrant city center with main theaters like 'De Doelen' and 'Stadsschouwburg', as well as the  cinema, main shopping streets and plenty of restaurants and bars  are at 15 minutes walking distance.",26008830,1/12/2015,,within an hour,100%,100%,f,6,t,t,Middelland,Entire rental unit,Entire home/apt,3,1 bath,2,[],$120.00 ,3,1125,58,4.81,4.81,4.59,4.88,4.83,4.88,4.72,t,1.53
46343951,Home in Rotterdam · 4 bedrooms · 4 beds · 3.5 baths,,24555934,12/6/2014,A,within a day,100%,100%,f,1,t,t,Zestienhoven,Entire home,Entire home/apt,8,3.5 baths,4,[],$160.00 ,21,60,1,5,5,5,5,5,5,5,f,0.1
46427571,Home in Rotterdam · ★4.88 · 4 bedrooms · 5 beds · 1.5 baths,,260148673,5/6/2019,,within an hour,100%,100%,f,1,t,t,Hillegersberg Zuid,Entire home,Entire home/apt,7,1.5 baths,5,[],$280.00 ,2,1125,8,4.88,4.63,4.63,5,5,5,4.88,f,0.46
46541606,Rental unit in Rotterdam · 1 bedroom · 2 beds · 1.5 baths,,29340357,3/14/2015,Altijd vooruit !,within a few hours,100%,71%,f,20,t,t,Cool,Entire rental unit,Entire home/apt,6,1.5 baths,2,[],,7,60,1,5,5,5,5,5,5,5,f,0.03
46543224,Rental unit in Rotterdam · ★4.44 · 2 bedrooms · 4 beds · 1 bath,,29340357,3/14/2015,Altijd vooruit !,within a few hours,100%,71%,f,20,t,t,Cool,Entire rental unit,Entire home/apt,4,1 bath,4,[],$215.00 ,5,99,9,4.44,4.33,4.11,4.89,4.44,4.89,4.33,f,0.27
46708693,Rental unit in Rotterdam · ★4.43 · 2 bedrooms · 5 beds · 1 bath,In this neighborhood you will not be short of anything during your stay.,208435553,8/9/2018,"Behulpzaam, vriendelijk en altijd bereikbaar:)",N/A,N/A,100%,f,2,t,t,Tarwewijk,Entire rental unit,Entire home/apt,5,1 bath,5,[],$140.00 ,5,365,7,4.43,4.86,3.71,5,5,4.71,4.14,t,0.26
47400226,Loft in Rotterdam · ★4.91 · Studio · 1 bed · 1.5 baths,"Wij vinden zelf dat we in de tofste wijk van Rotterdam wonen. Het bied alles wat Rotterdam heeft. De straat zelf is heel rustig en u kijkt uit op een grote binnen tuin. Om de hoek zijn gezellige cafe's , eettentjes en diverse winkels. Daarnaast is het centrum en diverse bezienswaardigheden, zoals Euromast, musea, historisch Delfshaven binnen 5 min  te bereiken.",12794324,3/4/2014,,N/A,N/A,100%,t,1,t,t,Nieuwe Westen,Entire loft,Entire home/apt,2,1.5 baths,1,[],,3,1125,32,4.91,4.97,4.88,4.97,4.97,4.94,4.75,t,0.94
47436505,Serviced apartment in Hoogvliet Rotterdam · ★5.0 · 3 bedrooms · 6 beds · 1 bath,,74009812,5/25/2016,"Spontaan, vriendelijk, hou erg van avontuur.",within an hour,100%,100%,t,10,t,t,Hoogvliet Noord,Entire serviced apartment,Entire home/apt,6,1 bath,6,[],$105.00 ,7,30,4,5,5,5,5,5,5,5,f,0.11
47961321,Rental unit in Rotterdam · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,"in the centre of Rotterdam, 3 minutes walk to the “ Witte de Withstraat “ and 10 minutes to “Markthal”,  “Cube Houses “ and “ErasmusBrug” .<br />Lots of restaurants at ground floor .<br />Metro station “ Beurs “  and public transport are nearby 4 -5 minutes on foot.",386597913,1/30/2021,,within an hour,90%,78%,t,2,t,t,Stadsdriehoek,Private room in rental unit,Private room,1,1 shared bath,1,[],$38.00 ,21,60,36,4.92,4.89,4.89,4.89,4.92,4.97,4.83,f,1.17
48009935,Loft in Rotterdam · ★4.91 · 1 bedroom · 1 bed · 1.5 shared baths,,5587475,3/23/2013,"Dear reader, 

Thank you for reading this before you made a booking request. Airbnb has changed a lot since they started, they became a lot bigger with an estimated 2,6 billion in revenue this year.

I am an apartment owner that has put love and attention into my place so it is a nice place to live in. I am sharing that experience with like minded strangers. The motivational factor is ofcourse the money but in the end this should hopefully not be a merely financial transaction. Please keep in mind that if you make a request for booking that I am offering a friendly hospitable experience in my house and not a stay in a hotel ;) Thank you",within a few hours,100%,75%,t,1,t,t,Agniesebuurt,Private room in loft,Private room,1,1.5 shared baths,1,[],$65.00 ,3,31,45,4.91,4.93,4.76,4.93,4.98,4.93,4.78,f,1.47
48113604,Rental unit in Rotterdam · ★4.80 · 1 bedroom · 1 bed · 1 bath,,9178947,10/2/2013,.,within an hour,100%,98%,t,2,t,t,Middelland,Entire rental unit,Entire home/apt,2,1 bath,1,[],$130.00 ,3,1125,131,4.8,4.81,4.83,4.92,4.97,4.89,4.7,f,3.85
48114904,Rental unit in Rotterdam · ★4.90 · 1 bedroom · 1 bed · 1.5 baths,,9178947,10/2/2013,.,within an hour,100%,98%,t,2,t,t,Middelland,Entire rental unit,Entire home/apt,2,1.5 baths,1,[],$150.00 ,5,1125,153,4.9,4.86,4.85,4.94,4.96,4.91,4.78,f,4.5
48340852,Condo in Rotterdam · ★5.0 · 4 bedrooms · 3 beds · 3 baths,Green family neighborhood with nearby park en cafes and restaurants,51464471,12/15/2015,,within an hour,100%,72%,t,3,t,t,Nieuwe Westen,Entire condo,Entire home/apt,6,3 baths,3,[],$400.00 ,4,1125,6,5,5,4.67,5,5,4.83,4.83,f,0.7
48439261,Home in Rotterdam · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,"Located in a quite area in Kralingen-Crooswijk, next to the city centre of Rotterdam within walking distance. You can visit cafe's, restaurants, shops and a brewery in the immediate vicinity at the Zwaanshals, or walk into the other direction to the Kralingse Bos, a lake with a beautifull forest around it. <br /><br />Like to sport? Go to Schuttersveld around the corner to have free acces to the tennis court, outdoor fitness equipment and running track, or take a run around the lake of Kralingse Bos.",135070779,6/14/2017,"We, Stef and Jeen, are a couple living in the beautiful city Rotterdam. We are both born and raised in the area so we are happy to tell you more about all the great places to visit.

We used to work in the hospitality branche for many years and we love to travel.  In the past we used Airbnb the to stay at somebody’s home, but now it’s time to be your host.

Please feel free to contact us if you have any questions. 

Hope to see you soon! ",N/A,N/A,N/A,f,1,t,t,Nieuw Crooswijk,Entire home,Entire home/apt,4,1.5 baths,2,[],,7,1125,5,5,5,5,5,5,5,4.8,f,0.15
48584182,Hotel in Rotterdam · ★4.0 · 1 bedroom · 1 bed · 1.5 shared baths,,230017566,12/10/2018,"Welcome to Mr. Lewis Boutique Self-Service Hotel

This concept was designed by DAB studio and created by three friends, Tom, Kenny and Julius. Together they wanted to develop a hotel that gave the guest the ultimate freedom of privacy and comfort without skipping on design and amenities. 

Please feel free to contact us at any time if you have any recommendations so that we can better serve you. 

Sam will be your host and is readily available to you on the airbnb chat! 

Thank you for choosing Mr. Lewis!

Hope you have a wonderful stay.",within an hour,100%,100%,f,17,t,t,Nieuwe Westen,Room in hotel,Private room,2,1.5 shared baths,1,[],$123.00 ,1,1125,7,4,4,4.14,4.14,4,4.71,3.86,f,0.45
48584655,Hotel in Rotterdam · ★4.11 · 1 bedroom · 1 bed · 1 private bath,,230017566,12/10/2018,"Welcome to Mr. Lewis Boutique Self-Service Hotel

This concept was designed by DAB studio and created by three friends, Tom, Kenny and Julius. Together they wanted to develop a hotel that gave the guest the ultimate freedom of privacy and comfort without skipping on design and amenities. 

Please feel free to contact us at any time if you have any recommendations so that we can better serve you. 

Sam will be your host and is readily available to you on the airbnb chat! 

Thank you for choosing Mr. Lewis!

Hope you have a wonderful stay.",within an hour,100%,100%,f,17,t,t,Nieuwe Westen,Room in hotel,Private room,2,1 private bath,1,[],$116.00 ,1,1125,9,4.11,4.22,4.56,5,4.33,4.67,3.78,t,0.9
48585074,Boutique hotel in Rotterdam · 1 bedroom · 1 bed · 1 shared bath,,230017566,12/10/2018,"Welcome to Mr. Lewis Boutique Self-Service Hotel

This concept was designed by DAB studio and created by three friends, Tom, Kenny and Julius. Together they wanted to develop a hotel that gave the guest the ultimate freedom of privacy and comfort without skipping on design and amenities. 

Please feel free to contact us at any time if you have any recommendations so that we can better serve you. 

Sam will be your host and is readily available to you on the airbnb chat! 

Thank you for choosing Mr. Lewis!

Hope you have a wonderful stay.",within an hour,100%,100%,f,17,t,t,Nieuwe Westen,Room in boutique hotel,Private room,2,1 shared bath,1,[],$108.00 ,1,1125,2,2.5,3,2,3,3,3,2.5,t,0.08
48585308,Boutique hotel in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,,230017566,12/10/2018,"Welcome to Mr. Lewis Boutique Self-Service Hotel

This concept was designed by DAB studio and created by three friends, Tom, Kenny and Julius. Together they wanted to develop a hotel that gave the guest the ultimate freedom of privacy and comfort without skipping on design and amenities. 

Please feel free to contact us at any time if you have any recommendations so that we can better serve you. 

Sam will be your host and is readily available to you on the airbnb chat! 

Thank you for choosing Mr. Lewis!

Hope you have a wonderful stay.",within an hour,100%,100%,f,17,t,t,Middelland,Room in boutique hotel,Private room,2,1.5 baths,1,[],$116.00 ,1,1125,3,5,5,5,5,5,5,5,t,0.55
48585409,Boutique hotel in Rotterdam · 1 bedroom · 1 bed · 1 private bath,,230017566,12/10/2018,"Welcome to Mr. Lewis Boutique Self-Service Hotel

This concept was designed by DAB studio and created by three friends, Tom, Kenny and Julius. Together they wanted to develop a hotel that gave the guest the ultimate freedom of privacy and comfort without skipping on design and amenities. 

Please feel free to contact us at any time if you have any recommendations so that we can better serve you. 

Sam will be your host and is readily available to you on the airbnb chat! 

Thank you for choosing Mr. Lewis!

Hope you have a wonderful stay.",within an hour,100%,100%,f,17,t,t,Middelland,Room in boutique hotel,Private room,2,1 private bath,1,[],$116.00 ,1,1125,1,5,5,5,5,5,5,5,t,0.12
48585680,Boutique hotel in Rotterdam · 1 bedroom · 1 bed · 1.5 baths,,230017566,12/10/2018,"Welcome to Mr. Lewis Boutique Self-Service Hotel

This concept was designed by DAB studio and created by three friends, Tom, Kenny and Julius. Together they wanted to develop a hotel that gave the guest the ultimate freedom of privacy and comfort without skipping on design and amenities. 

Please feel free to contact us at any time if you have any recommendations so that we can better serve you. 

Sam will be your host and is readily available to you on the airbnb chat! 

Thank you for choosing Mr. Lewis!

Hope you have a wonderful stay.",within an hour,100%,100%,f,17,t,t,Middelland,Room in boutique hotel,Private room,2,1.5 baths,1,[],$108.00 ,1,1125,0,,,,,,,,t,
48586209,Boutique hotel in Rotterdam · ★4.67 · 1 bedroom · 1 bed · 1.5 baths,,230017566,12/10/2018,"Welcome to Mr. Lewis Boutique Self-Service Hotel

This concept was designed by DAB studio and created by three friends, Tom, Kenny and Julius. Together they wanted to develop a hotel that gave the guest the ultimate freedom of privacy and comfort without skipping on design and amenities. 

Please feel free to contact us at any time if you have any recommendations so that we can better serve you. 

Sam will be your host and is readily available to you on the airbnb chat! 

Thank you for choosing Mr. Lewis!

Hope you have a wonderful stay.",within an hour,100%,100%,f,17,t,t,Nieuwe Westen,Room in boutique hotel,Private room,2,1.5 baths,1,[],$108.00 ,1,1125,3,4.67,5,5,5,5,4.67,3.67,t,0.19
48586269,Boutique hotel in Rotterdam · ★3.67 · 1 bedroom · 1 bed · 1.5 baths,,230017566,12/10/2018,"Welcome to Mr. Lewis Boutique Self-Service Hotel

This concept was designed by DAB studio and created by three friends, Tom, Kenny and Julius. Together they wanted to develop a hotel that gave the guest the ultimate freedom of privacy and comfort without skipping on design and amenities. 

Please feel free to contact us at any time if you have any recommendations so that we can better serve you. 

Sam will be your host and is readily available to you on the airbnb chat! 

Thank you for choosing Mr. Lewis!

Hope you have a wonderful stay.",within an hour,100%,100%,f,17,t,t,Middelland,Room in boutique hotel,Private room,2,1.5 baths,1,[],$116.00 ,1,1125,3,3.67,3.67,4.33,5,4,5,3.67,t,0.25
48586784,Boutique hotel in Rotterdam · ★4.75 · 1 bedroom · 1 bed · 1 private bath,,230017566,12/10/2018,"Welcome to Mr. Lewis Boutique Self-Service Hotel

This concept was designed by DAB studio and created by three friends, Tom, Kenny and Julius. Together they wanted to develop a hotel that gave the guest the ultimate freedom of privacy and comfort without skipping on design and amenities. 

Please feel free to contact us at any time if you have any recommendations so that we can better serve you. 

Sam will be your host and is readily available to you on the airbnb chat! 

Thank you for choosing Mr. Lewis!

Hope you have a wonderful stay.",within an hour,100%,100%,f,17,t,t,Middelland,Room in boutique hotel,Private room,1,1 private bath,1,[],$106.00 ,1,1125,4,4.75,4.5,4.75,3.25,4.25,5,3.5,t,0.32
48586889,Boutique hotel in Rotterdam · 1 bedroom · 1 bed · 1.5 baths,,230017566,12/10/2018,"Welcome to Mr. Lewis Boutique Self-Service Hotel

This concept was designed by DAB studio and created by three friends, Tom, Kenny and Julius. Together they wanted to develop a hotel that gave the guest the ultimate freedom of privacy and comfort without skipping on design and amenities. 

Please feel free to contact us at any time if you have any recommendations so that we can better serve you. 

Sam will be your host and is readily available to you on the airbnb chat! 

Thank you for choosing Mr. Lewis!

Hope you have a wonderful stay.",within an hour,100%,100%,f,17,t,t,Middelland,Room in boutique hotel,Private room,1,1.5 baths,1,[],$106.00 ,1,1125,1,4,5,5,5,2,4,3,t,0.05
48587055,Boutique hotel in Rotterdam · ★4.33 · 1 bedroom · 1 bed · 1 private bath,,230017566,12/10/2018,"Welcome to Mr. Lewis Boutique Self-Service Hotel

This concept was designed by DAB studio and created by three friends, Tom, Kenny and Julius. Together they wanted to develop a hotel that gave the guest the ultimate freedom of privacy and comfort without skipping on design and amenities. 

Please feel free to contact us at any time if you have any recommendations so that we can better serve you. 

Sam will be your host and is readily available to you on the airbnb chat! 

Thank you for choosing Mr. Lewis!

Hope you have a wonderful stay.",within an hour,100%,100%,f,17,t,t,Nieuwe Westen,Room in boutique hotel,Private room,2,1 private bath,1,[],$108.00 ,1,1125,3,4.33,4,5,4.67,4.67,4.67,3.67,t,0.18
48587126,Boutique hotel in Rotterdam · ★3.29 · 1 bedroom · 1 bed · 1 private bath,,230017566,12/10/2018,"Welcome to Mr. Lewis Boutique Self-Service Hotel

This concept was designed by DAB studio and created by three friends, Tom, Kenny and Julius. Together they wanted to develop a hotel that gave the guest the ultimate freedom of privacy and comfort without skipping on design and amenities. 

Please feel free to contact us at any time if you have any recommendations so that we can better serve you. 

Sam will be your host and is readily available to you on the airbnb chat! 

Thank you for choosing Mr. Lewis!

Hope you have a wonderful stay.",within an hour,100%,100%,f,17,t,t,Middelland,Room in boutique hotel,Private room,2,1 private bath,1,[],$108.00 ,1,1125,7,3.29,3.57,4.14,3.43,3.86,4.14,3.57,t,0.43
